Country,Location,LAT,LON,YEAR,Temp_Avg,Humidity_avg,Precipitation_total,Price_USD_avg
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2011,21.10595890410959,74.36956164383561,1254.09,334.9610611343685
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2012,21.69856557377049,71.24609289617486,1029.1,231.1730312738058
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2013,21.439054794520548,73.90923287671232,1156.27,166.62263243825544
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2014,22.718246575342466,62.69167123287671,739.88,234.22089035314187
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2015,22.307575342465753,72.00619178082191,1244.85,175.46091035515687
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2016,21.99704918032787,71.92491803278689,1125.3,179.9858085069116
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2017,21.97960273972603,68.54142465753425,1053.92,175.89978053747058
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2018,21.6847397260274,73.59197260273973,1321.84,149.086144577658
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2019,22.34094520547945,71.46904109589042,1096.0,133.99587562494833
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2020,22.332090163934428,70.48887978142076,1116.21,147.06744784057554
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2021,22.183438356164384,66.1461095890411,1179.2,222.792701555399
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2022,21.193972602739727,73.17731506849316,1474.07,283.6718312421424
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2023,22.161068493150683,73.2265205479452,1395.79,228.04699731234828
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2024,23.50744535519126,62.61256830601093,1042.33,311.2203129720131
Brazil,Brazil_Minas_Gerais_Manhuacu,-20.2579,-46.1628,2025,22.402131578947365,69.20573684210527,383.38,483.0933575181901
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2000,20.969052197802196,75.54590659340658,1505.25,118.067579652453
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2001,21.70423287671233,70.10997260273973,1367.99,72.35769353532963
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2002,21.815068493150687,72.19945205479452,1232.84,70.57304118548562
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2003,21.14372602739726,74.20016438356164,1409.05,81.90845545419572
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2004,20.762581967213112,77.32434426229509,1629.47,100.5635896139714
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2005,21.526698630136988,74.56153424657533,1330.57,141.7734013143632
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2006,20.956698630136984,75.7326301369863,1383.78,142.65802623060983
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2007,21.813109589041094,68.95753424657535,1046.13,155.3673089621264
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2008,21.277431693989072,73.2298087431694,1452.89,174.61901225399788
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2009,21.207465753424657,79.02153424657534,1455.11,165.59558331718424
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2010,21.687342465753424,70.39339726027397,1141.98,216.2632911006744
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2011,21.042876712328766,75.24594520547946,1450.35,334.9610611343685
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2012,21.41587431693989,72.85628415300548,1090.42,231.1730312738058
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2013,21.57868493150685,73.98123287671233,1246.86,166.62263243825544
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2014,22.529849315068493,65.05164383561643,848.43,234.22089035314187
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2015,22.773657534246578,69.07536986301369,999.94,175.46091035515687
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2016,22.656229508196724,68.3937431693989,1125.07,179.9858085069116
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2017,22.256150684931505,67.15841095890411,1034.55,175.89978053747058
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2018,21.985794520547945,71.93542465753424,1380.49,149.086144577658
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2019,22.25313698630137,71.83093150684931,1219.8899999999999,133.99587562494833
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2020,22.17083333333333,72.1250819672131,1124.77,147.06744784057554
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2021,22.818424657534248,62.934739726027395,965.49,222.792701555399
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2022,21.491520547945203,70.80142465753424,1259.73,283.6718312421424
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2023,22.897068493150687,67.79071232876713,1009.14,228.04699731234828
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2024,23.797964480874317,61.04303278688525,998.24,311.2203129720131
Brazil,Brazil_Minas_Gerais_Patrocinio,-18.9349,-46.9923,2025,22.45413157894737,69.50242105263158,351.64,483.0933575181901
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2000,20.502307692307692,76.73107142857143,1437.72,118.067579652453
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2001,21.262561643835618,72.80024657534247,1209.47,72.35769353532963
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2002,21.658561643835615,73.77673972602739,1211.67,70.57304118548562
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2003,20.751068493150687,75.30824657534247,1322.48,81.90845545419572
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2004,20.23346994535519,78.00131147540984,1538.31,100.5635896139714
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2005,20.908150684931506,76.63564383561643,1317.56,141.7734013143632
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2006,20.7883698630137,74.89169863013699,1381.97,142.65802623060983
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2007,20.978739726027396,73.35208219178082,1216.88,155.3673089621264
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2008,20.36717213114754,77.33117486338797,1538.26,174.61901225399788
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2009,20.808232876712328,80.32849315068493,1544.95,165.59558331718424
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2010,21.259068493150686,72.67734246575343,1065.37,216.2632911006744
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2011,20.63880821917808,75.66602739726027,1288.97,334.9610611343685
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2012,21.275368852459017,73.5726775956284,1146.88,231.1730312738058
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2013,20.67664383561644,77.11394520547945,1321.26,166.62263243825544
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2014,22.269616438356163,66.03167123287672,812.32,234.22089035314187
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2015,22.262438356164385,72.24846575342465,1054.04,175.46091035515687
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2016,21.450245901639345,74.2818306010929,1207.8799999999999,179.9858085069116
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2017,21.680780821917807,70.00046575342465,991.6,175.89978053747058
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2018,21.516150684931507,74.33635616438356,1240.51,149.086144577658
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2019,21.99276712328767,72.4766301369863,1015.26,133.99587562494833
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2020,21.773948087431695,73.1865300546448,1220.81,147.06744784057554
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2021,21.37667123287671,70.38876712328768,1211.28,222.792701555399
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2022,20.549287671232875,76.10501369863015,1474.74,283.6718312421424
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2023,21.80513698630137,74.78471232876711,1241.05,228.04699731234828
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2024,22.969166666666666,66.53770491803279,1029.42,311.2203129720131
Brazil,Brazil_Minas_Gerais_Varginha,-21.55,-45.43,2025,22.06481578947368,71.87221052631578,372.84,483.0933575181901
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2000,20.610714285714288,77.06967032967033,1312.61,118.067579652453
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2001,21.01468493150685,77.97701369863015,1374.89,72.35769353532963
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2002,21.74886301369863,76.3882191780822,1255.32,70.57304118548562
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2003,21.049698630136987,75.73808219178082,1219.68,81.90845545419572
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2004,20.28353825136612,79.01715846994536,1437.36,100.5635896139714
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2005,21.114315068493152,77.32383561643836,1457.35,141.7734013143632
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2006,20.8113698630137,76.86468493150686,1390.35,142.65802623060983
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2007,20.981739726027396,76.90235616438356,1316.71,155.3673089621264
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2008,20.348647540983606,78.79196721311476,1498.7,174.61901225399788
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2009,20.868301369863016,81.7284109589041,1683.93,165.59558331718424
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2010,20.586287671232878,78.77101369863013,1361.68,216.2632911006744
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2011,20.612054794520546,77.76545205479452,1350.1200000000001,334.9610611343685
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2012,21.257540983606557,76.15601092896175,1413.99,231.1730312738058
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2013,20.547424657534247,79.2994794520548,1299.8,166.62263243825544
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2014,22.351301369863016,68.73323287671234,897.07,234.22089035314187
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2015,21.870808219178084,77.0407397260274,1335.74,175.46091035515687
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2016,21.12077868852459,77.61054644808743,1209.35,179.9858085069116
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2017,21.201123287671233,76.57657534246576,1345.53,175.89978053747058
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2018,21.85772602739726,73.57969863013699,1024.08,149.086144577658
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2019,22.07958904109589,74.70375342465753,1253.77,133.99587562494833
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2020,21.786598360655738,73.64172131147541,1116.4,147.06744784057554
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2021,22.10386301369863,68.69375342465754,847.41,222.792701555399
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2022,21.293890410958905,73.85476712328767,1167.2,283.6718312421424
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2023,22.008410958904108,74.80783561643835,1154.45,228.04699731234828
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2024,23.431420765027323,66.02193989071039,922.8,311.2203129720131
Brazil,Brazil_Sao_Paulo_Campinas,-22.7884,-47.0579,2025,22.354763157894734,73.24621052631579,388.95,483.0933575181901
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2000,22.245824175824175,72.48563186813188,1528.25,118.067579652453
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2001,22.861479452054795,68.14750684931506,1325.24,72.35769353532963
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2002,23.28517808219178,68.40860273972602,1408.75,70.57304118548562
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2003,22.206739726027397,72.34208219178082,1598.1599999999999,81.90845545419572
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2004,21.77185792349727,74.6607650273224,1720.76,100.5635896139714
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2005,22.478643835616438,72.97879452054794,1470.77,141.7734013143632
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2006,21.98478082191781,73.1651506849315,1691.3,142.65802623060983
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2007,22.883821917808216,68.08794520547944,1315.65,155.3673089621264
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2008,22.221325136612023,72.5425136612022,1559.3700000000001,174.61901225399788
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2009,22.143698630136985,78.21427397260274,1714.3799999999999,165.59558331718424
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2010,22.565972602739727,69.31317808219178,1287.87,216.2632911006744
Brazil,Brazil_Sao_Paulo_Sao_Jose,-20.5333,-47.5833,2011,22.048945205479452,73.49416438356164,1484.17,334.9610611343685
